Author,Content,Date,Linked Messages,Message ID,ThreadTitle,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at,Sentiment
Edpal247,"Bipolar, depression and severe anxiety. Some physical stuff too.","Jul 17, 2024 at 6:56 AM",,2599277,,,,,,,,,479,1,2024-10-05T01:54:23.948097Z,473,3.183,no enough information,2024-10-05T01:54:23.948097Z,5
catnowmeowmeow,"ADHD depression, pretty sure I have childhood trauma","Jul 17, 2024 at 7:31 AM",,2599299,,,,,,,,,480,1,2024-10-05T01:54:26.699267Z,474,2.138,no enough information,2024-10-05T01:54:26.699267Z,5
MettleSpirit41,"Clinical depression, PTSD, severe anxiety and probably undiagnosed ADHD.","Jul 17, 2024 at 7:53 AM",,2599314,,,,,,,,,481,1,2024-10-05T01:54:29.301570Z,475,1.986,no enough information,2024-10-05T01:54:29.301570Z,5
DazaiKinnie,"Schizophrenia and Cognitive Decline(Dementia lite). For short my mind is having a short circuit when I try to remember stuff and my memory is so messed up I forgot people I used to know, I didn't even realized I forgot, someone had to literally tell me that I used to know those people","Jul 17, 2024 at 8:47 AM",2598580,2599351,,,,,,,,,482,1,2024-10-05T01:54:37.024704Z,476,7.069,no enough information,2024-10-05T01:54:37.024704Z,5
Hotsackage,"Ya mine to, there are people in agony","Jul 17, 2024 at 9:15 AM",,2599360,,,,,,,,,483,1,2024-10-05T01:54:41.337753Z,477,3.664,no enough information,2024-10-05T01:54:41.337753Z,5
Sulyya,Going for a potential autism diagnosis in the next year or so. Depression and anxiety otherwise.,"Jul 17, 2024 at 9:26 AM",,2599364,,,,,,,,,484,1,2024-10-05T01:54:45.780394Z,478,3.832,no enough information,2024-10-05T01:54:45.780394Z,5
chronicdissosiation,"self assessing since i havent gotten diagnosed — mdd, social anxiety, anxiety which have all stemmed from my unresolved childhood trauma","Jul 17, 2024 at 10:04 AM",,2599385,,,,,,,,,485,1,2024-10-05T01:54:49.939380Z,479,3.539,no enough information,2024-10-05T01:54:49.939380Z,5
Daxter777,Mdd. Gad and adhd. Anxiety disorder is a motherfucker and i wouldn't wish it on anyone,"Jul 17, 2024 at 2:25 PM",,2599662,,,,,,,,,486,1,2024-10-05T01:54:53.347703Z,480,2.651,no enough information,2024-10-05T01:54:53.347703Z,5
mangledjaws,Severe OCD which has ruined my life and ability to live normally,"Jul 23, 2024 at 10:39 AM",,2606802,,,,,,,,,487,1,2024-10-05T01:54:58.123977Z,481,4.075,no enough information,2024-10-05T01:54:58.123977Z,5
Lirisu,"Usually I'm anorexic and straight up refuse to eat, but when I binge I give myself the excuse of ""it's okay I'll just CTB later!"". Does anyone else think like this lol?","Jul 2, 2024 at 3:09 AM",,2582103,,,,,,,,,488,1,2024-10-05T01:55:15.923079Z,482,17.206,"{""choices"":[""2 thoughts about killing yourself?"",""low risk""]}",2024-10-05T01:55:15.923079Z,1
lamargue,"yea. some days I eat less than 600cal, while other days I binge eat for this exact reason","Jul 2, 2024 at 3:12 AM",,2582107,,,,,,,,,489,1,2024-10-05T01:55:35.656775Z,483,19.042,no enough information,2024-10-05T01:55:35.656775Z,5
DefinitelyReady,"Lately since I plan to ctb in a few months I haven't restricted or bothered to eat very healthy. I also don't have a proper kitchen, fridge, oven, stove top, microwave etc so it's that much more hard to eat healthy.
I've never been able to majorly restrict to a goal weight though; opposite problem. But since ctb has been in my head I've been less crazed to stay below my ""depressed weight.""","Jul 2, 2024 at 3:20 AM",,2582113,,,,,,,,,490,1,2024-10-05T01:56:20.710921Z,484,44.409,"{""choices"":[""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""thoughts and some intention of acting on them?"",""started to work or did you intent to carry out this plan?"",""high risk""]}",2024-10-05T01:56:20.710921Z,3
lizzywizzy09,I've got health issues so I'm actually trying to look after what I eat now (somewhat) so I can retain enough strength to ctb. Getting lots of blood work done and such to see where I'm at.,"Jul 2, 2024 at 3:26 AM",,2582115,,,,,,,,,491,1,2024-10-05T01:56:57.088446Z,485,35.723,"{""choices"":[""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""medium risk""]}",2024-10-05T01:56:57.088446Z,2
Kavka,"Not when it comes to food, but I can relate to this line of thinking when it comes to other things. Future me isn't such a big part of the equation anymore when it comes to (not) doing things. It's not like I'm actively ruining a possible future as I want to keep my options open, but I'm not doing things just because of some future return on investment. I still brush my teeth, but I don't floss!","Jul 2, 2024 at 3:38 AM",,2582120,,,,,,,,,492,1,2024-10-05T01:57:33.341252Z,486,35.511,no enough information,2024-10-05T01:57:33.341252Z,5
Iloveher,I want to cbt but I eat as healthy as I can as I am a gym rat. I dont have many joys in life but I do enjoy staring at my body in a mirror and flexing. I know its shallow but it is what it is,"Jul 17, 2024 at 2:24 PM",,2599659,,,,,,,,,493,1,2024-10-05T01:57:59.151509Z,487,25.201,"{""choices"":[""1 wish to be death?"",""low risk""]}",2024-10-05T01:57:59.151509Z,1
lainpilled,"Hello SaSu, today I wanted to let some of my feelings out with a post, specifically feeling isolated and alone and generally feeling like everyone ignores your presences; that you feel invisible to everyone around you. I'll likely get into some of my personal trauma, so warning for abuse, neglect, and sexual assault. With that out of the way, time for my rambling.
I've had and still do have the urge to CTB, though I've found reasons as to not do as such. Still, I grew up alone and bullied in an unstable household with no one to turn to and this is still true even when I'm about to turn 20 on the 24th of this month. Despite doing my best to be friendly, kind, funny, smart, strong, and pretty with me getting called that, i still find that I am not enough for people and that I'm doomed to be constantly isolated and it hurts. I don't ask for much yet I feel like the biggest burden in the world, taking up space to the point where my own grandmother called me a waste of space. She's a bitch who removed me from her will because I came out about getting s/a'd by her favorite grandchild. I was a toddler and he was a teen. In school I was considered the weird girl, I was even told this to my face, it's strange because all that was different about me was the fact I was depressed from my parent's constant drinking and having to deal with all the police and blood and my stepdad leaving us. I dealt with too much in life and getting bullied and used in school didn't help. It was highschool when I made some friends, not that i didn't have friends before but we grew apart after middle school. The new friends I found were gamer boys who had never been friends with a girl before, and they all developed crushes on me. To learn my dearest friends were lusting for me, to the point of uploading a song about it on Spotify hurt. It really hurt and I haven't recovered from it. Even now as I try my best to be a good friend, a good sister, a good daughter, I feel as if I'm being used and manipulated by those around me and even with the support I have, I find myself just constantly hurting and lonely. Last night I had a fun time in the chats talking to various people, everyone here is so nice, I feel understood by those here. Thank you.
I didn't expect this post to be this long, but I want to tell people to be there for one another, everyone here is lonely and hurting so please extend kindness to others. <3","Jul 17, 2024 at 1:53 PM",,2599619,,,,,,,,,494,1,2024-10-05T02:00:21.100236Z,488,141.283,"{""choices"":[""1 wish to be death?"",""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""medium risk"",""supportive""]}",2024-10-05T02:00:21.100236Z,2
Sulyya,Glad you're finding understanding here. Same.,"Jul 17, 2024 at 2:08 PM",,2599638,,,,,,,,,495,1,2024-10-05T02:00:26.496265Z,489,4.773,supportive,2024-10-05T02:00:26.496265Z,5
RosebyAnyName,It's hard to not just want to isolate yourself after being constantly hurt by others. I'm glad you've found somewhere to open up about your experiences.,"Jul 17, 2024 at 2:16 PM",,2599644,,,,,,,,,496,1,2024-10-05T02:00:34.560765Z,490,7.373,supportive,2024-10-05T02:00:34.560765Z,5
EternalSummer,"If you believe suicide is unethical and immortal , you'll never be at peace with your decision. Socrates always comes to mind when I think of it, the guy would rather kill himself than betray his beliefs, only when we have really made terms with our decision and its consequences, will we be able to find peace during the proccess.","Jul 17, 2024 at 2:13 PM",,2599640,,,,,,,,,497,1,2024-10-05T02:00:45.605237Z,491,10.279,suicide supportive,2024-10-05T02:00:45.605237Z,5
Sylveon,"I don't know what my incentive is to keep dragging on. I tried everything I think I possibly could have, right from the academics: I went from scoring in single digits in my entrances to being in the top 6 or so percent of my country (not trying to brag, it's nowhere near as cool as it sounds), completely cut off social media, got rid of my binge eating habit completely, tried taking better care of my body, from my ugly face to fitness, learned how to drive (not four-wheelers, but better than nothing, I'd say), tried getting back into video games and art, and what not.

The point is, I put in so much effort just to live normally, and it honestly landed me nowhere. I feel like I'm even worse off than I was before. At least back when I used to waste my days playing video games, I could easily subside these feelings as per my will, but that privilege is long gone. I can't believe it's been three years since even that.

People around me don't have to put in half as much effort; they aren't afraid of social situations; can talk normally without being awkward or coming off as pahtetic or desperate; are actually decent-looking; have friends who actually prefer them; don't make a fuss over the pettiest of stuff; and somehow manage to keep their heads up at all times. Why don't I get any of this? All that effort just to still end up at square one—why should I keep going? I don't even wanna leave my room anymore, but who am I kidding? I'll just be told the same old ""everyone does it, so you'll have to as well,"" ""stop using your phone,"" ""just find a hobby,"" ""we have high hopes for you,"" ""you gotta do this, you gotta do that,"" ""just man up..."" I'm done with all this.

Thanks to God in the past week for reminding me how I have never been and how I will never be someone's first choice. I'm through... I genuinely wanna carve something insane on my skin so that people will leave me alone forever. I may as well commit to being a freak physically too; maybe then I'll never have to deal with life again, as long as I'm still alive.

Here I am, sitting in my bathroom at 4 a.m., wasting even more of my life. I might have exaggerated some stuff, but I couldn't be bothered.","Jul 8, 2024 at 5:36 PM",,2589855,,,,,,,,,498,1,2024-10-05T02:04:36.147142Z,492,229.898,no enough information,2024-10-05T02:04:36.147142Z,5
LaVieEnRose,"I worked hard to improve my life too, like really, really, hard and it got me nowhere too: more or less the same stuff you mentioned. It's a myth that tenacity is always rewarded in life. Did you find that anything improved at all, even if you still feel like shit? It sounds like you did manage to effect some change in your life. But yes, it does seem that things just come naturally easier to other people.","Jul 8, 2024 at 10:51 PM",,2590134,,,,,,,,,499,1,2024-10-05T02:05:45.752761Z,493,68.975,no enough information,2024-10-05T02:05:45.752761Z,5
Sylveon,"I think the only thing that somewhat helped me was getting rid of my binge eating because it made me feel like I had a degree of control over my life; apart from that, not so much.","Jul 9, 2024 at 1:43 AM",2590134,2590217,,,,,,,,,500,1,2024-10-05T02:05:55.914460Z,494,9.542,no enough information,2024-10-05T02:05:55.914460Z,5
